Anchor_1,Anchor_2,Anchor_3,Node_1_Ranges,Node_2_Ranges,Node_3_Ranges,Node_4_Ranges,Node_5_Ranges,Node_6_Ranges,Node_7_Ranges,Node_8_Ranges,Node_9_Ranges,Node_10_Ranges,Node_11_Ranges,Node_12_Ranges,Node_13_Ranges,Node_14_Ranges,Node_15_Ranges,Node_16_Ranges,Node_17_Ranges,Node_18_Ranges,Node_19_Ranges,Node_20_Ranges,Node_21_Ranges,Node_22_Ranges,Node_23_Ranges,Node_24_Ranges,Node_25_Ranges,Node_26_Ranges,Node_27_Ranges,Node_28_Ranges,Node_29_Ranges,Node_30_Ranges,Node_31_Ranges,Node_32_Ranges,Node_33_Ranges,Node_34_Ranges,Node_35_Ranges,Node_36_Ranges,Node_37_Ranges,Node_38_Ranges,Node_39_Ranges,Node_40_Ranges,Node_41_Ranges,Node_42_Ranges,Node_43_Ranges,Node_44_Ranges,Node_45_Ranges,Node_46_Ranges,Node_47_Ranges,Node_48_Ranges,Node_49_Ranges,Node_50_Ranges
"(51, 37)","(64, 8)","(98, 85)","(15.52, 25.08, 61.06)","(13.45, 39.20, 53.74)","(24.70, 52.35, 80.13)","(16.49, 48.10, 60.21)","(58.83, 81.02, 16.12)","(30.41, 8.06, 88.59)","(13.45, 44.42, 69.07)","(39.96, 54.23, 29.97)","(53.01, 30.07, 79.10)","(41.44, 50.25, 34.93)","(36.36, 32.06, 102.94)","(51.55, 78.06, 31.02)","(34.00, 64.33, 49.04)","(41.44, 68.01, 34.21)","(10.77, 25.18, 63.82)","(48.84, 46.53, 116.00)","(32.14, 63.06, 52.50)","(53.25, 31.02, 78.06)","(52.33, 79.40, 97.27)","(32.25, 3.16, 82.08)","(36.77, 47.85, 36.40)","(27.00, 57.49, 51.48)","(45.61, 16.55, 86.12)","(64.66, 83.82, 6.32)","(32.70, 45.31, 38.91)","(57.31, 88.07, 53.76)","(42.54, 25.30, 69.72)","(49.20, 26.02, 78.41)","(49.04, 76.01, 33.02)","(48.84, 40.31, 57.01)","(23.09, 28.79, 55.46)","(36.62, 8.06, 82.22)","(41.73, 43.00, 108.89)","(20.22, 13.45, 80.99)","(32.76, 6.71, 89.44)","(41.63, 27.73, 65.62)","(28.16, 35.34, 48.85)","(61.61, 82.28, 11.18)","(36.72, 61.20, 33.12)","(7.28, 24.60, 71.06)","(49.24, 30.41, 72.11)","(31.32, 62.97, 58.82)","(42.38, 30.89, 62.39)","(17.69, 42.01, 49.50)","(49.09, 54.04, 115.62)","(5.00, 34.48, 62.23)","(37.85, 69.26, 56.09)","(30.48, 52.47, 36.80)","(24.21, 34.93, 91.24)","(35.23, 64.54, 80.99)"
"(92, 69)","(9, 27)","(49, 22)","(24.21, 85.70, 66.48)","(65.76, 36.72, 43.05)","(47.43, 81.84, 74.11)","(92.05, 40.02, 65.86)","(32.39, 69.35, 53.15)","(82.20, 41.62, 19.92)","(38.12, 80.10, 41.00)","(68.25, 74.33, 36.06)","(23.77, 97.84, 76.92)","(67.01, 44.01, 51.88)","(47.80, 70.11, 30.02)","(34.71, 90.35, 51.66)","(69.18, 39.56, 49.40)","(86.73, 11.18, 41.23)","(34.44, 58.59, 34.18)","(15.13, 89.19, 55.22)","(45.62, 47.41, 27.07)","(75.96, 23.26, 39.70)","(70.04, 75.96, 38.01)","(96.15, 3.16, 43.19)","(69.89, 64.62, 27.59)","(56.01, 50.77, 49.73)","(87.01, 43.19, 65.12)","(49.65, 55.01, 16.16)","(42.43, 63.13, 53.01)","(73.00, 43.17, 55.76)","(9.85, 100.85, 73.11)","(2.83, 92.18, 63.89)","(54.57, 70.86, 30.59)","(22.14, 98.72, 76.94)","(37.70, 73.76, 61.52)","(33.62, 96.94, 80.32)","(66.76, 29.83, 35.00)","(15.81, 79.48, 48.08)","(69.84, 52.55, 16.64)","(70.11, 47.80, 57.71)","(88.01, 15.62, 28.44)","(48.30, 75.47, 69.00)","(13.60, 91.71, 58.01)","(42.30, 88.00, 48.26)","(88.41, 17.69, 27.89)","(59.23, 59.51, 60.88)","(60.83, 39.41, 40.72)","(44.00, 83.02, 43.10)","(57.56, 42.80, 41.44)","(65.39, 59.77, 21.40)","(29.07, 79.21, 62.36)","(34.01, 84.38, 45.88)","(51.97, 57.08, 17.12)","(40.46, 54.41, 24.19)"
"(33, 90)","(7, 4)","(99, 54)","(86.58, 16.00, 90.97)","(37.44, 86.45, 38.08)","(37.20, 64.12, 97.02)","(33.24, 93.41, 42.44)","(69.64, 114.62, 17.03)","(103.73, 84.00, 50.64)","(40.72, 93.43, 34.67)","(79.85, 12.65, 103.25)","(42.64, 83.44, 34.21)","(55.04, 39.20, 70.60)","(30.00, 61.74, 66.27)","(53.76, 123.56, 46.84)","(43.14, 56.22, 97.19)","(98.98, 75.00, 52.81)","(52.24, 112.45, 34.01)","(67.78, 23.02, 94.92)","(5.00, 92.89, 79.76)","(43.29, 106.40, 38.60)","(33.62, 56.52, 79.16)","(99.28, 70.06, 57.38)","(51.01, 43.01, 68.66)","(100.12, 90.45, 41.05)","(48.84, 106.79, 32.45)","(4.12, 87.80, 78.26)","(73.93, 57.87, 48.92)","(39.01, 53.24, 67.07)","(40.71, 67.27, 47.00)","(61.35, 106.83, 17.89)","(51.04, 116.93, 40.85)","(62.20, 126.59, 41.19)","(21.54, 104.65, 63.66)","(67.01, 127.35, 37.01)","(84.17, 45.18, 65.76)","(64.41, 29.27, 98.27)","(70.29, 77.88, 27.66)","(26.17, 103.08, 55.87)","(44.05, 48.37, 68.47)","(86.27, 90.52, 25.50)","(92.11, 75.43, 45.31)","(58.52, 68.80, 36.40)","(64.03, 88.84, 16.49)","(70.94, 20.00, 96.77)","(15.13, 97.08, 63.60)","(103.59, 93.26, 43.01)","(37.59, 68.88, 48.09)","(54.74, 124.20, 46.57)","(30.48, 63.29, 86.98)","(31.62, 60.53, 84.59)","(21.02, 95.26, 96.18)","(93.15, 72.17, 49.24)"
"(96, 16)","(42, 55)","(63, 72)","(78.41, 60.31, 33.30)","(86.09, 20.62, 42.72)","(58.18, 15.03, 37.74)","(18.00, 53.08, 57.97)","(108.23, 42.05, 59.01)","(26.31, 51.31, 60.41)","(71.01, 63.63, 37.16)","(46.52, 34.13, 19.10)","(71.06, 6.08, 24.60)","(83.45, 19.92, 27.07)","(112.54, 49.19, 50.77)","(88.02, 50.25, 77.08)","(94.20, 45.79, 72.67)","(34.21, 45.40, 33.24)","(8.25, 60.54, 57.14)","(70.21, 3.61, 28.30)","(78.92, 21.02, 47.71)","(56.75, 43.08, 19.03)","(72.00, 63.29, 36.67)","(50.99, 29.27, 49.04)","(29.07, 52.95, 41.11)","(72.57, 29.41, 55.90)","(30.48, 37.58, 35.47)","(102.83, 36.88, 46.32)","(103.31, 38.83, 59.68)","(62.20, 34.93, 58.67)","(94.51, 43.57, 29.53)","(51.89, 32.98, 14.21)","(76.28, 9.85, 32.70)","(38.01, 37.34, 27.20)","(89.59, 36.35, 24.84)","(46.14, 21.26, 33.73)","(73.41, 7.21, 27.31)","(64.50, 48.05, 71.11)","(63.01, 3.61, 26.17)","(63.01, 60.01, 34.71)","(111.73, 46.87, 51.89)","(93.49, 40.20, 28.60)","(74.89, 25.94, 10.82)","(40.50, 32.39, 24.60)","(105.48, 42.54, 43.91)","(29.53, 42.06, 35.51)","(88.87, 22.67, 36.00)","(102.08, 35.78, 53.01)","(67.42, 4.24, 31.24)","(73.82, 11.70, 38.28)","(81.30, 53.34, 79.20)","(118.22, 51.61, 64.33)","(86.61, 36.14, 21.63)","(13.00, 60.83, 64.51)"
"(9, 51)","(89, 6)","(24, 68)","(47.30, 69.01, 63.13)","(50.99, 58.01, 63.39)","(33.54, 61.07, 29.21)","(69.32, 22.80, 67.18)","(46.17, 66.01, 61.01)","(67.74, 24.17, 67.48)","(55.90, 42.19, 62.39)","(55.22, 48.00, 64.29)","(44.92, 68.80, 28.28)","(58.67, 33.12, 58.41)","(25.02, 107.06, 17.89)","(40.31, 120.21, 30.48)","(25.08, 69.81, 21.47)","(76.16, 27.66, 68.60)","(55.54, 63.56, 39.20)","(5.10, 87.98, 18.87)","(48.76, 67.03, 64.03)","(70.21, 22.02, 67.88)","(30.36, 72.78, 46.39)","(53.24, 77.39, 32.98)","(93.64, 77.41, 74.53)","(42.11, 120.24, 30.81)","(61.03, 45.28, 69.92)","(81.44, 12.53, 77.99)","(87.64, 70.11, 69.46)","(42.05, 49.93, 41.88)","(15.65, 105.12, 22.20)","(15.23, 76.66, 23.02)","(83.65, 84.21, 62.97)","(77.70, 87.13, 56.36)","(84.20, 68.01, 66.27)","(80.89, 57.00, 65.19)","(63.32, 64.85, 46.00)","(76.01, 44.18, 63.60)","(56.60, 50.09, 66.71)","(42.11, 61.22, 30.41)","(92.97, 17.00, 86.82)","(55.61, 86.82, 33.62)","(54.71, 37.12, 55.22)","(68.96, 22.83, 68.01)","(81.30, 52.01, 66.75)","(77.08, 75.54, 57.49)","(57.07, 60.93, 41.44)","(33.00, 80.89, 52.20)","(91.92, 80.16, 72.28)","(89.59, 6.40, 89.20)","(80.16, 50.00, 66.10)","(86.38, 15.03, 81.02)","(37.16, 102.30, 17.00)","(11.05, 87.85, 32.25)"
"(75, 26)","(8, 37)","(27, 50)","(18.44, 49.50, 36.06)","(33.12, 54.08, 32.39)","(76.12, 8.25, 29.15)","(9.22, 74.17, 57.87)","(20.22, 49.04, 38.90)","(74.06, 89.81, 67.27)","(70.86, 97.80, 74.81)","(42.45, 42.94, 20.25)","(57.07, 24.60, 35.90)","(44.92, 86.16, 63.89)","(61.98, 98.49, 75.59)","(65.19, 16.12, 33.62)","(42.58, 80.23, 57.87)","(26.40, 79.08, 59.00)","(34.18, 58.87, 36.88)","(84.05, 61.03, 45.00)","(23.02, 61.77, 55.44)","(70.66, 21.38, 17.00)","(74.52, 38.33, 25.63)","(21.00, 67.74, 48.09)","(14.76, 56.92, 46.75)","(22.02, 68.88, 49.04)","(75.21, 33.54, 23.85)","(36.77, 57.78, 35.44)","(36.69, 32.00, 18.38)","(27.29, 72.78, 52.09)","(15.03, 70.94, 61.07)","(41.88, 34.18, 13.04)","(91.61, 64.33, 50.36)","(46.01, 76.48, 53.71)","(91.55, 48.09, 41.34)","(21.26, 81.15, 62.51)","(74.73, 80.28, 58.52)","(25.18, 71.39, 51.01)","(58.82, 13.04, 10.00)","(72.80, 70.21, 49.19)","(33.24, 45.88, 25.00)","(3.61, 64.63, 50.09)","(42.95, 40.31, 42.95)","(20.62, 80.78, 70.60)","(44.01, 25.08, 23.35)","(25.96, 45.69, 38.60)","(26.31, 80.06, 72.14)","(67.48, 81.34, 58.73)","(70.18, 93.09, 70.18)","(7.07, 68.41, 56.30)","(38.83, 29.15, 18.87)","(58.55, 9.49, 18.87)","(35.74, 33.00, 19.10)","(52.63, 34.06, 11.40)"
"(5, 78)","(31, 13)","(80, 77)","(96.34, 84.63, 25.00)","(76.12, 71.45, 12.00)","(84.01, 86.37, 9.00)","(24.74, 71.03, 51.48)","(84.10, 84.17, 9.49)","(21.10, 76.42, 58.25)","(75.43, 87.92, 9.00)","(95.43, 49.37, 58.00)","(9.49, 63.06, 78.41)","(76.66, 10.82, 91.40)","(89.50, 43.74, 56.32)","(63.64, 27.59, 53.25)","(57.49, 83.57, 23.60)","(94.81, 33.53, 75.93)","(63.51, 40.36, 40.50)","(36.01, 39.62, 83.67)","(21.21, 62.20, 54.04)","(9.06, 61.33, 74.43)","(50.60, 53.71, 30.89)","(41.34, 30.27, 62.97)","(114.63, 59.44, 77.52)","(26.93, 58.00, 49.37)","(58.42, 78.79, 18.79)","(71.34, 44.82, 38.63)","(49.34, 54.23, 31.30)","(55.66, 15.00, 77.90)","(55.36, 52.84, 29.21)","(75.01, 32.20, 53.85)","(38.91, 48.84, 43.08)","(68.47, 18.25, 94.75)","(50.99, 89.27, 37.01)","(92.76, 105.42, 24.84)","(93.39, 107.80, 27.20)","(89.04, 24.17, 78.77)","(72.84, 70.94, 10.44)","(54.92, 40.31, 41.01)","(69.23, 88.59, 15.65)","(77.47, 56.40, 30.27)","(42.06, 46.32, 42.49)","(32.76, 48.04, 49.65)","(83.36, 97.65, 17.46)","(63.78, 31.83, 49.09)","(94.34, 88.73, 20.25)","(33.24, 77.16, 45.88)","(16.28, 55.08, 64.94)","(40.82, 44.91, 44.72)","(35.38, 41.00, 54.13)","(56.60, 41.34, 39.62)","(79.62, 10.63, 81.99)","(31.38, 38.63, 68.94)"
"(17, 25)","(25, 83)","(96, 77)","(26.68, 55.03, 70.18)","(16.64, 44.01, 79.65)","(22.56, 54.82, 73.88)","(74.63, 19.85, 59.14)","(78.01, 56.29, 17.09)","(64.76, 91.40, 68.88)","(12.21, 54.08, 99.73)","(24.08, 46.65, 100.90)","(87.71, 70.83, 10.20)","(36.67, 34.66, 96.88)","(8.49, 64.03, 93.24)","(9.85, 49.16, 86.45)","(10.00, 68.47, 100.42)","(90.92, 72.18, 7.00)","(50.16, 14.42, 83.02)","(63.60, 66.40, 38.47)","(56.08, 57.49, 41.11)","(63.91, 63.25, 35.51)","(17.00, 41.77, 86.41)","(19.70, 66.75, 85.56)","(86.93, 75.89, 18.03)","(35.23, 31.38, 63.32)","(50.33, 85.42, 76.97)","(38.63, 31.11, 94.37)","(84.91, 65.31, 9.90)","(48.33, 18.44, 59.54)","(68.88, 47.13, 27.20)","(40.00, 30.53, 58.52)","(31.78, 27.02, 75.00)","(62.59, 68.88, 42.05)","(28.79, 35.85, 92.44)","(66.37, 26.02, 45.28)","(21.21, 37.34, 82.08)","(11.40, 67.01, 94.37)","(7.00, 51.62, 90.92)","(52.15, 13.42, 83.00)","(57.01, 90.92, 77.49)","(45.18, 48.92, 49.82)","(74.95, 71.59, 29.12)","(77.18, 60.73, 17.69)","(72.86, 42.30, 29.02)","(67.08, 90.91, 65.31)","(85.60, 60.30, 11.00)","(16.76, 43.97, 91.39)","(76.01, 88.73, 51.09)","(62.37, 5.83, 66.61)","(69.20, 49.65, 26.00)","(63.35, 89.20, 67.19)","(52.33, 89.90, 81.54)","(39.05, 39.66, 55.95)"
"(50, 84)","(35, 49)","(69, 90)","(56.04, 61.07, 46.62)","(38.59, 23.43, 58.14)","(22.36, 53.76, 3.61)","(13.93, 48.83, 6.08)","(82.39, 47.52, 92.05)","(77.34, 69.29, 72.01)","(57.20, 50.22, 54.12)","(59.08, 26.83, 68.62)","(42.38, 32.65, 62.30)","(43.14, 46.27, 37.95)","(28.30, 11.00, 45.34)","(36.88, 47.85, 55.04)","(40.61, 19.72, 59.68)","(7.28, 45.31, 17.03)","(70.03, 37.34, 78.85)","(51.09, 48.17, 47.13)","(48.37, 52.63, 67.00)","(40.45, 68.60, 21.00)","(45.69, 7.62, 60.61)","(59.14, 21.38, 72.72)","(55.01, 64.78, 43.14)","(76.22, 40.61, 93.34)","(25.96, 48.83, 14.32)","(48.10, 33.53, 51.04)","(87.37, 73.57, 84.15)","(46.87, 53.82, 65.07)","(69.86, 45.28, 74.06)","(67.05, 29.43, 80.13)","(39.70, 17.49, 58.52)","(45.00, 12.04, 62.29)","(79.03, 69.46, 74.32)","(23.71, 24.74, 43.46)","(6.40, 41.48, 23.02)","(47.42, 9.43, 62.63)","(24.76, 36.24, 24.08)","(39.05, 34.71, 58.94)","(18.25, 20.81, 32.56)","(43.60, 11.00, 60.88)","(71.39, 35.01, 82.86)","(3.00, 37.00, 22.80)","(85.70, 49.04, 96.93)","(26.68, 12.73, 40.61)","(39.56, 5.00, 53.25)","(96.75, 59.08, 112.20)","(49.37, 25.24, 56.52)","(87.66, 69.81, 86.59)","(38.28, 49.04, 29.97)","(65.62, 30.59, 76.32)","(25.50, 12.65, 41.73)","(42.20, 51.97, 60.13)"
"(12, 83)","(60, 66)","(25, 98)","(57.07, 29.12, 43.19)","(78.45, 29.07, 70.68)","(16.28, 65.74, 24.19)","(25.00, 55.44, 43.83)","(25.81, 33.24, 36.06)","(77.16, 40.20, 81.88)","(86.53, 39.20, 86.31)","(39.81, 36.06, 23.09)","(20.25, 41.05, 34.53)","(32.56, 56.04, 50.70)","(75.29, 41.00, 80.96)","(7.00, 57.57, 25.00)","(17.03, 59.14, 36.88)","(106.40, 67.36, 111.14)","(53.24, 37.80, 63.15)","(62.37, 24.02, 65.51)","(21.19, 29.73, 23.09)","(63.25, 12.37, 58.60)","(106.02, 58.90, 106.10)","(60.22, 34.54, 67.68)","(64.54, 57.20, 78.01)","(87.97, 49.20, 74.03)","(95.48, 53.31, 98.47)","(77.00, 76.84, 92.91)","(52.09, 20.40, 40.80)","(24.04, 41.44, 38.47)","(71.28, 25.50, 71.70)","(81.61, 33.73, 72.45)","(52.55, 43.19, 64.28)","(60.17, 46.87, 71.57)","(33.11, 36.40, 45.01)","(75.03, 76.58, 91.24)","(87.13, 38.12, 78.55)","(80.28, 36.77, 82.20)","(33.84, 20.10, 37.16)","(61.07, 31.32, 67.23)","(26.93, 38.83, 40.11)","(110.75, 65.46, 112.16)","(7.81, 47.41, 12.21)","(8.25, 44.28, 13.93)","(66.75, 32.45, 53.24)","(83.24, 67.78, 95.52)","(58.42, 57.98, 73.25)","(44.78, 34.06, 54.74)","(77.49, 62.24, 89.56)","(46.10, 7.62, 40.61)","(61.35, 49.65, 73.33)","(86.27, 39.41, 86.37)","(74.24, 78.52, 91.01)","(109.71, 69.08, 113.74)"
"(33, 91)","(57, 90)","(90, 39)","(54.42, 50.25, 38.01)","(64.03, 66.73, 56.29)","(77.88, 86.61, 81.32)","(75.01, 77.49, 60.54)","(63.98, 76.49, 84.21)","(21.38, 28.28, 61.40)","(38.63, 17.69, 43.42)","(43.05, 47.41, 55.73)","(91.44, 76.94, 17.26)","(30.87, 29.15, 50.12)","(72.56, 63.15, 23.71)","(57.80, 49.25, 28.07)","(29.15, 53.04, 98.98)","(54.63, 49.04, 35.06)","(94.56, 89.14, 47.20)","(62.00, 65.55, 57.87)","(36.40, 28.07, 41.88)","(59.68, 66.73, 66.37)","(73.16, 80.06, 72.80)","(17.46, 41.30, 92.80)","(53.46, 60.54, 64.01)","(45.89, 22.47, 44.64)","(78.10, 75.24, 45.79)","(1.00, 23.02, 76.42)","(43.42, 24.41, 36.36)","(83.38, 94.40, 92.44)","(32.25, 8.54, 54.12)","(14.42, 33.84, 76.32)","(54.00, 58.18, 57.04)","(61.10, 72.47, 79.16)","(43.14, 61.77, 89.50)","(45.22, 28.18, 32.80)","(7.00, 17.03, 72.14)","(65.80, 50.12, 11.40)","(49.93, 31.62, 29.15)","(72.45, 67.01, 35.78)","(92.70, 86.37, 43.01)","(46.17, 53.00, 61.29)","(67.72, 77.10, 77.10)","(76.38, 61.29, 5.00)","(73.74, 68.03, 35.36)","(91.21, 87.00, 48.84)","(7.07, 29.27, 77.80)","(80.62, 64.66, 4.12)","(5.66, 20.62, 77.10)","(88.28, 92.36, 73.43)","(52.50, 36.67, 24.76)","(19.31, 35.36, 72.47)","(32.06, 8.06, 55.90)","(34.18, 33.24, 49.24)"
"(13, 87)","(49, 2)","(30, 27)","(13.60, 101.60, 70.68)","(53.49, 38.91, 10.20)","(8.54, 100.85, 70.88)","(13.04, 89.02, 61.13)","(60.30, 82.57, 69.03)","(37.95, 97.00, 74.46)","(38.59, 54.41, 27.17)","(80.23, 83.01, 77.20)","(89.50, 26.40, 41.00)","(81.22, 30.27, 23.71)","(29.97, 75.93, 44.60)","(66.19, 45.19, 22.80)","(72.50, 19.92, 14.32)","(94.15, 58.26, 65.12)","(70.71, 100.90, 87.80)","(54.82, 38.83, 7.62)","(33.14, 82.05, 59.20)","(30.07, 83.22, 59.44)","(56.52, 57.45, 30.41)","(23.77, 95.04, 69.18)","(73.25, 22.80, 11.05)","(77.39, 62.13, 59.48)","(80.50, 27.46, 21.54)","(51.26, 68.07, 52.20)","(85.09, 8.60, 23.32)","(60.75, 31.76, 5.00)","(13.60, 86.09, 55.01)","(79.18, 15.03, 22.36)","(77.52, 18.25, 23.09)","(67.36, 97.08, 83.60)","(86.05, 43.84, 50.36)","(56.52, 74.46, 60.44)","(38.90, 97.01, 74.73)","(36.14, 56.82, 26.25)","(80.65, 70.46, 67.60)","(97.58, 36.67, 52.77)","(70.01, 22.36, 10.30)","(11.18, 103.25, 73.50)","(44.94, 48.51, 23.09)","(41.59, 66.01, 45.62)","(84.10, 101.12, 92.66)","(26.63, 66.41, 38.05)","(65.80, 71.31, 61.62)","(45.10, 88.46, 68.94)","(73.76, 31.38, 31.26)","(74.65, 29.15, 30.07)","(71.51, 34.18, 31.78)","(61.40, 71.78, 60.11)","(79.23, 42.43, 29.83)","(30.41, 90.20, 66.29)"
"(2, 22)","(86, 7)","(48, 31)","(70.60, 64.40, 35.44)","(108.78, 68.88, 65.86)","(116.10, 93.02, 79.76)","(69.81, 81.12, 46.10)","(104.62, 70.18, 62.97)","(56.08, 30.46, 15.62)","(35.38, 72.67, 27.80)","(33.12, 63.13, 18.38)","(99.48, 65.03, 57.28)","(91.05, 13.89, 46.57)","(54.08, 80.72, 39.40)","(91.05, 19.31, 45.40)","(49.09, 39.36, 6.71)","(96.52, 13.00, 53.49)","(49.65, 92.02, 48.41)","(44.28, 41.23, 14.14)","(83.43, 35.13, 36.69)","(56.75, 98.99, 56.04)","(13.04, 72.78, 33.96)","(58.22, 107.56, 63.89)","(15.23, 73.08, 32.14)","(66.19, 26.91, 20.40)","(55.22, 79.40, 38.63)","(74.00, 122.38, 79.63)","(108.30, 88.09, 72.47)","(10.20, 75.93, 36.67)","(107.42, 78.06, 67.80)","(111.40, 87.01, 74.09)","(73.35, 96.25, 58.69)","(57.04, 29.97, 15.56)","(7.62, 81.39, 45.88)","(49.82, 98.60, 54.49)","(61.03, 114.77, 70.77)","(88.41, 78.59, 55.03)","(93.41, 40.45, 46.82)","(94.85, 87.32, 63.60)","(42.72, 91.21, 46.69)","(80.02, 17.46, 34.71)","(61.13, 110.34, 66.84)","(109.27, 69.87, 66.53)","(95.26, 58.01, 51.74)","(65.19, 85.45, 47.30)","(122.80, 90.09, 83.24)","(42.00, 101.51, 56.61)","(57.57, 96.90, 54.38)","(22.36, 62.97, 27.29)","(86.01, 14.14, 41.23)","(71.51, 43.46, 26.40)","(94.43, 26.00, 48.00)","(78.39, 101.87, 64.76)"
"(14, 74)","(45, 60)","(53, 83)","(69.92, 49.52, 30.08)","(46.87, 25.50, 49.73)","(79.23, 48.66, 42.72)","(26.02, 34.18, 53.15)","(36.25, 24.84, 48.37)","(55.90, 43.38, 19.42)","(104.64, 72.12, 85.59)","(47.27, 24.84, 8.94)","(102.65, 69.53, 81.54)","(84.50, 50.60, 55.87)","(2.24, 34.18, 41.48)","(54.08, 52.50, 75.72)","(57.25, 41.76, 66.10)","(60.44, 28.84, 47.68)","(99.76, 68.41, 84.17)","(26.17, 12.08, 17.69)","(81.06, 52.81, 42.43)","(59.00, 31.30, 21.93)","(7.28, 33.73, 44.01)","(38.95, 40.05, 19.72)","(41.11, 14.87, 12.17)","(7.00, 31.78, 42.15)","(45.28, 16.64, 15.23)","(80.06, 57.31, 80.02)","(83.86, 58.14, 44.10)","(63.29, 37.74, 24.19)","(15.23, 37.00, 50.54)","(16.12, 19.21, 25.50)","(67.18, 37.58, 57.56)","(52.80, 18.79, 32.28)","(74.63, 48.51, 70.11)","(33.84, 45.69, 64.66)","(44.78, 11.31, 31.00)","(14.42, 39.05, 51.48)","(62.10, 41.73, 22.14)","(7.21, 26.93, 35.47)","(36.62, 35.01, 15.00)","(75.96, 42.06, 48.17)","(70.35, 60.93, 85.23)","(48.26, 25.50, 9.85)","(5.39, 34.21, 43.32)","(37.85, 45.28, 65.76)","(13.15, 42.64, 41.19)","(47.38, 41.40, 65.00)","(24.70, 24.35, 16.00)","(55.95, 35.23, 59.23)","(55.00, 23.02, 42.30)","(73.82, 41.01, 56.08)","(15.81, 49.65, 52.00)","(71.87, 38.42, 51.89)"
"(72, 33)","(48, 83)","(81, 12)","(39.32, 31.02, 60.13)","(31.14, 85.76, 12.17)","(36.77, 37.36, 55.44)","(48.83, 27.20, 69.30)","(41.11, 22.85, 63.15)","(35.11, 39.05, 53.41)","(20.02, 39.05, 41.77)","(36.67, 43.46, 54.45)","(42.43, 19.70, 64.76)","(34.06, 72.03, 35.01)","(24.21, 69.58, 24.08)","(40.71, 33.24, 60.21)","(57.07, 68.88, 65.76)","(26.68, 66.60, 31.91)","(76.84, 26.00, 99.05)","(60.67, 34.48, 81.00)","(61.52, 19.92, 83.24)","(45.00, 77.93, 45.40)","(34.79, 38.91, 54.04)","(59.14, 7.81, 81.93)","(70.66, 90.80, 72.84)","(75.13, 45.88, 93.81)","(73.57, 40.80, 93.09)","(18.00, 72.11, 9.49)","(17.09, 56.57, 29.15)","(64.54, 74.95, 72.34)","(68.66, 42.54, 88.20)","(55.36, 41.77, 72.95)","(59.51, 39.05, 78.01)","(45.28, 21.02, 66.84)","(48.17, 28.07, 69.18)","(62.64, 48.17, 79.26)","(20.00, 74.00, 9.06)","(40.05, 50.60, 54.13)","(35.36, 90.79, 12.81)","(28.43, 72.25, 27.02)","(26.40, 61.00, 34.48)","(35.51, 31.58, 55.87)","(76.84, 36.06, 97.58)","(76.49, 27.89, 98.41)","(37.34, 39.92, 56.14)","(28.43, 50.48, 43.93)","(60.21, 57.63, 73.74)","(37.80, 20.02, 60.21)","(20.25, 56.59, 32.98)","(43.66, 38.91, 61.61)","(50.77, 51.48, 66.48)","(27.66, 82.49, 9.00)","(63.03, 24.35, 84.29)","(37.58, 66.75, 43.29)"
"(39, 44)","(20, 55)","(84, 96)","(63.53, 46.32, 75.11)","(22.56, 41.44, 52.33)","(10.00, 23.02, 78.75)","(7.07, 28.84, 69.63)","(55.01, 47.54, 46.10)","(61.61, 73.39, 16.76)","(70.83, 83.82, 22.63)","(59.03, 80.95, 78.41)","(21.84, 17.12, 87.86)","(38.95, 58.90, 89.84)","(21.02, 20.00, 88.41)","(49.93, 32.02, 72.69)","(49.65, 39.56, 53.08)","(36.50, 17.72, 93.15)","(13.60, 15.13, 62.63)","(64.47, 79.43, 29.53)","(20.00, 27.89, 88.73)","(42.52, 64.20, 81.05)","(66.04, 70.29, 10.77)","(41.11, 54.41, 104.66)","(52.35, 51.87, 121.08)","(53.25, 75.17, 82.01)","(58.03, 77.52, 51.66)","(24.33, 19.85, 56.44)","(56.22, 47.13, 50.16)","(27.02, 6.32, 74.71)","(15.00, 25.08, 83.74)","(35.51, 31.95, 103.28)","(56.08, 47.76, 48.17)","(41.01, 60.83, 51.16)","(69.34, 91.27, 90.93)","(33.02, 48.33, 95.71)","(35.01, 30.00, 49.04)","(51.04, 57.14, 18.87)","(15.26, 27.07, 53.76)","(43.17, 64.51, 62.07)","(59.00, 78.77, 53.85)","(29.15, 17.20, 92.20)","(54.41, 35.47, 77.41)","(4.47, 17.49, 70.01)","(24.74, 46.24, 61.68)","(29.97, 35.78, 40.61)","(38.28, 40.61, 35.78)","(31.78, 53.14, 60.64)","(33.96, 52.09, 45.61)","(71.06, 81.44, 12.21)","(41.01, 51.26, 28.02)","(43.19, 64.44, 85.51)","(51.04, 63.60, 23.19)","(51.62, 56.61, 19.70)"
